"","Site","Species1","Species2","Species3","Species4","Species5","Species6","Species7","Species8","Species9","Species10","Species11","Species12","Abiotic_var1","Abiotic_var3"
"30",30,7.0236724985724,4.17975917106612,0.0380989988069935,3.37307605643632,0.238152084812481,0.244397575342502,0.270405648129276,0.114022517683036,0.0662454195396842,0.00337030516746602,0.00228199678860219,0.00859105593513731,0,0
"31",31,6.77166920919322,3.12760487787405,0.510164107932969,2.70183302271561,0.282205019831874,0.152582007455387,0.201749476420648,0.200017066996903,0.0814211389507263,0.00110060605175333,0.00115075331390704,0.0088419882553189,0,0
"32",32,6.45401399533579,3.73037757483854,0.208860224050911,2.53512535176909,0.100145562260787,0.182493830828775,0.329149256215802,0.344460107482365,0.040820226611495,0.00125732227771672,0.00158632022033648,0.0124598399962723,0,0
"33",33,7.01093963290334,3.38394069823449,0.395249083722938,3.11440151554977,0.183702185988655,0.214549893111812,0.279598780067952,0.272747964541062,0.0388978870135647,0.00164977555018192,0.000369286524253087,0.00892550574426683,0,0
"34",34,6.71659200025152,2.54959874482144,0.306134343204614,3.27793625621284,0.285011571762174,0.216467497628439,0.319730145391013,0.215377945731361,0.0910400314857223,0.00349383946933317,0.00379279404246694,0.00453047117407924,0,0
"35",35,9.28284122785048,2.57375808054769,0.150959641556253,2.65608400837091,0.163010833830563,0.182090454349017,0.0880302162907139,0.233574726915081,0.121523912513339,0.00151703489532722,0.0022060781123047,0.00466679692055995,0,0
"36",36,5.93335844891839,2.85883425598852,0.349560993422738,2.42039093061086,0.188660274208738,0.199824491265884,0.19764133804745,0.26336975968666,0.101376757497072,0.00232945442344418,0.000371337863119353,0.00659276084842418,0,0
"37",37,6.5571785267636,2.59331087947129,0.0873718352887129,4.0895268691784,0.193221872388541,0.331704853575274,0.367770427390276,0.087077976517345,0.122884953775628,0.00188526758139858,0.00167714721265282,0.00958436677233397,0,0
"38",38,5.09813564961692,4.00594125082926,0.0914508068061019,2.44598813398119,0.114193517578789,0.192093689252641,0.268571984004705,0.270187840563782,0.0939510302108497,0.000934396733952052,0.00101398834218187,0.00479766350556356,0,0
"39",39,6.6140249057788,2.39959366018331,0.129221516608574,3.91009392670955,0.180450290011547,0.165721516318969,0.21797169372769,0.284383735617453,0.135918891097469,0.00141540219099283,0.0029958802012899,0.00871489177250921,0,0
"40",40,7.87261303787063,2.73597199701129,0.0180777484392105,2.57750200280839,0.280239287248899,0.0639798365480334,0.282005799677254,0.176205299463086,0.124891038762328,0.00547745985267874,0.00294782118406467,0.00912157300453508,0,0
"41",41,7.08019571738638,4.9372840944307,0.112102678528361,3.50408871057201,0.216101047155678,0.275226238663749,0.171130695492256,0.190635127321958,0.111112478167312,0.00568296644469538,0.00329487978634327,0.00329316697206647,0,0
"42",42,6.93720474467308,3.95693140127742,0.302778553130224,3.1905120115839,0.186724612791468,0.3360298768975,0.324554611746026,0.226226512058122,0.0672453868371393,0.00112764626894487,0.00312794803969597,0.00893757215619961,0,0
"43",43,5.83457589085541,3.26116516641368,0.0263187595532801,3.95566149182382,0.351205319161916,0.195331772954688,0.26985036771746,0.197647548797373,0.123728640259834,0.00508434120095711,0.000360605690453896,0.000769078648669018,0,0
"44",44,6.43647042909445,3.76144232139746,0.14168747408801,3.66636395115582,0.0969230398617864,0.295034433970317,0.230238108495578,0.404144080834516,0.0998624661785428,0.000518957026740254,5.39847591136435e-05,0.00510636666634337,0,0
"45",45,8.11087206551366,3.19986056258198,0.228548952240285,4.46688578434622,0.202312270760708,0.184213830405927,0.151694325381194,0.1267188211022,0.0884717925507638,0.00255036811688422,0.00243473369369258,0.00427448722259098,0,0
"46",46,8.92216077531118,2.51406261571344,0.130222402445824,3.31584480627297,0.218190281464968,0.227693717525937,0.478879413027973,0.191500177158544,0.105253734465929,0.00302879188440138,0.00243990301786081,0.012261822834325,0,0
"47",47,7.70940727808923,2.44341243695312,0.32280467092314,3.88390125035741,0.116033662853854,0.207646800160951,0.168876153920658,0.310256465404384,0.0429450793513255,0.000353656418651595,0.00209730541733418,0.00853713720441447,0,0
"48",48,5.65591646650817,2.6809481751765,0.180958440442227,3.42205478301547,0.197484548199421,0.232858087240922,0.106424322250866,0.240981581559265,0.0475934375794145,0.00195996211711104,0.00218826592572989,0.00101299905801414,0,0
"49",49,9.04202644950141,4.21773275556719,0.0324240708326252,3.34359107878809,0.0753408337397464,0.316917272035431,0.13843568160914,0.207873866973838,0.0344898766590215,0.00022650482238558,0.000889748875036683,0.00695818990620727,0,0
"50",50,8.34557641132929,3.53899901397183,0.678105739239211,3.22782037383109,0.263201258194549,0.249141647782417,0.180605526862815,0.112556981198423,0.117370353364384,0.000997491594041619,0.00411862047520702,0.00531064885667505,0,0
"51",51,7.75468106730557,2.84217082330305,0.413830443497054,3.33715344675657,0.199428681171633,0.333564353888178,0.224331587051981,0.209119050645025,0.10261407234942,0.00263728373167089,0.00173542408362015,0.00947034410023211,0,0
"52",52,8.27869173950894,2.63193008120864,0.442690532408746,3.64834204533665,0.135054125670379,0.188254390633687,0.322372829418001,0.0890602199847936,0.145063466758292,0.000608490453962626,0.00134301152013151,0.00684465489799297,0,0
"53",53,5.60254916283366,4.09334347345086,0.133943514855807,2.78765177775442,0.214383462555384,0.102980665163431,0.163209376169832,0.305329742132275,0.094259628512749,0.00394811146198081,0.000581210533613974,0.00443205410045399,0,0
"54",54,9.80957331695785,4.06800174020927,0.251808831399499,3.1594013578667,0.291863636555725,0.236249276857018,0.217637372225004,0.111545249135102,0.0980745038447956,0.00187900459422428,0.00125391187864657,0.00430240936299046,0,0
"55",55,6.60357531939233,4.16511041251539,0.193322044851144,2.48150262815877,0.198922187071005,0.230279387989771,0.140698350096861,0.217123490327567,0.176096523154642,0.00557449736809615,0.00384345362490351,0.00209928745725017,0,0
"56",56,6.52366965072007,3.55951063830677,0.317265480659113,4.54311398318504,0.177587996999277,0.157074899591975,0.0782631265233305,0.244650053444061,0.171045662280752,0.00279149059818151,0.000479200589779409,0.00815459300487758,0,0
"57",57,7.37090108412389,2.59451625609137,0.18786901780043,3.28524030992555,0.249628965375797,0.357798974480671,0.31171790519538,0.173201469085261,0.169513460969678,0.00308383333314311,0.00385843245581583,0.00460413676533499,0,0
"58",58,4.85620929503389,3.64299497123877,0.378639713379038,3.4493324715833,0.111662447521495,0.133425599675388,0.126412485607925,0.361298951067736,0.179432720833983,0.00469791656926134,0.0009073052455009,0.00957903065343604,0,0
"59",59,7.40606911207519,2.67414845285283,0.547135746472586,2.91301120835455,0.339825962342927,0.0729165364816614,0.143217453120431,0.218300062810423,0.189865596838791,0.00739942329730345,0.00304068005756331,0.00679278487721236,0,0
"60",60,8.08265100366604,2.55650856030664,0.333811658663161,2.82080994747803,0.217132554258153,0.163712323942256,0.10481474433704,0.144844698896506,0.214825774217872,0.00349042418585917,0.00382957203864102,0.00489932116528818,0,0
"61",61,4.99143161543515,2.85807859493592,0.178779742961561,2.54576928869506,0.237365881827305,0.128155308411024,0.198339894933601,0.0675825141091302,0.0802986931694218,0.00329562485001254,0.00296932726163659,0.00241874873145399,0,0
"62",62,5.59590389665842,2.70081678638132,0.2840192919582,2.78969089528515,0.174333472444356,0.0951286739932177,0.191957627439602,0.443167049587629,0.0688279360887038,0.00375419154271351,0.00240084747018437,0.00631920963012335,0,0
"63",63,8.41535002186598,4.47272287035342,0.0328944484117604,4.26937815622345,0.315017596509579,0.148784497112169,0.25387447220179,0.258389164257294,0.0436928176345508,0.00387982565526937,0.00561879551460693,0.00855448961621726,0,0
"64",64,5.29822661944928,3.76295623063163,0.36211799622633,3.64016814428598,0.19764517846366,0.258973325039369,0.242647306893261,0.504034368494997,0.058509059153767,0.00108610894238422,0.0030513093837041,0.0176036932744987,0,0
"65",65,8.31516912073884,2.73578698121632,0.705010036605031,3.24288044047362,0.182851110254062,0.199693519299228,0.358382236464393,0.0715823308904091,0.0608975457333133,0.00242948755101704,0.000224675922038246,0.00760323044783332,0,0
"66",66,6.96322133284479,3.41968856493312,0.38502214669193,2.44116350678734,0.163520349466287,0.352906764286611,0.0809408855697897,0.135453873092626,0.0858674314193943,0.00228781042511474,5.43916556278374e-05,0.00319687474583317,0,0
"67",67,8.14326675602287,2.66665827360835,0.462944665969792,3.23688057569037,0.118720438987569,0.242379050051657,0.314292480817286,0.11676841249819,0.0881852448568507,0.00183858890683143,0.00163770477807208,0.00516345064432604,0,0
"68",68,5.69102478205603,2.79944850858358,0.351011424371351,3.65660305212548,0.0709424173980003,0.194895878173743,0.235874402543672,0.204305537140263,0.0348466878736048,0.000354376768581947,0.00123419111053825,0.00865598221783526,0,0
"69",69,7.20546888183953,2.76770816675435,0.269532666554186,2.47620090353876,0.154957622430078,0.292234384387269,0.181236151990622,0.130322038104307,0.0669714560779791,0.00180203631320795,0.00100261031998398,0.00751921280632845,0,0
"70",70,7.48497090790176,3.00438457962931,0.117790821236461,2.29249541749407,0.0991841466528983,0.270696128590147,0.15257125151169,0.196436459680802,0.0464341304448178,0.00204485067857925,0.000507584055404323,0.00741027931663916,0,0
"71",71,5.613038375734,3.55401776789274,0.073312343245367,4.05511056716606,0.287890317810923,0.10933378800211,0.176114022498812,0.320090258238787,0.0592775303440631,0.00433075334531184,0.00177162255404941,0.00896921773142694,0,0
"72",72,7.03567922564974,2.48009112518171,0.136679738405849,2.47482267260885,0.10448341376072,0.233977866209789,0.159532997650971,0.105226481475142,0.140049917905209,0.00174065207785046,0.00169959890837934,0.00542926018927449,0,0
"73",73,5.0870147701273,2.51980298319154,0.221853051378377,3.38514688853607,0.157226025556377,0.143899869480939,0.15169232465186,0.225727857740668,0.114578898247985,0.00218167355720315,0.00189867111815622,0.00358826671579496,0,0
"74",74,7.16215501246308,2.81982855253652,0.0252547589704398,2.93219997546713,0.117296970371317,0.177826529684186,0.220959281239649,0.0802917561576105,0.195485157750981,0.00130594202557484,0.00174665699910247,0.00196112196074203,0,0
"75",75,5.63790682028045,3.71200967493751,0.0589593562628157,3.51811500067941,0.13826592080256,0.190729043757175,0.159071197339288,0.0711328727453156,0.124291125008752,0.00355229452405682,0.00184672191106149,0.00566083243488523,0,0
"76",76,6.69636112121617,2.60680144328501,0.330647965853134,3.79822401082451,0.0815957863668787,0.174681127228556,0.279402058537971,0.21988121947478,0.145376284388846,0.00312305406286809,0.00161896241069071,0.00735834165828588,0,0
"77",77,5.24167286779172,3.00136783589076,0.355269154443512,2.90348913751255,0.0751948202798709,0.247262079961855,0.159904154459022,0.152081063630651,0.0971141923596687,0.00119973237688879,0.000604444967138363,0.0056781647366593,0,0
"78",78,7.85683195710812,4.60306022392899,0.239590981474135,2.93760401828203,0.118789779995367,0.211958732062492,0.155339104399794,0.176825002561427,0.0370830975318593,0.000295287088915442,0.00105579436469756,0.00613408971343713,0,0
"79",79,5.21191479035604,4.45272002116075,0.129370656148426,3.35135342561656,0.159686711703328,0.118406413353709,0.25173266315367,0.299762543100251,0.124515467355188,0.00454057908969439,0.000565856069214557,0.00411559081083989,0,0
"80",80,5.10274388766019,3.67209533080665,0.114088881147764,2.52533948561893,0.175256594312227,0.176166240007512,0.136472771714532,0.151657533252629,0.117858451641292,0.00173991417058144,0.00390744402288174,0.00545156943783053,0,0
"81",81,8.79606670122247,2.81173453282105,0.06741473148524,4.12395966860249,0.228315336634169,0.130333666779196,0.308652192921459,0.0704872252462618,0.0421048090888477,0.000846511338675871,0.00380402348529368,0.00275829112643684,0,0
"82",82,6.49681058242321,4.43303281608415,0.269566795205069,3.52668066388044,0.312679622092197,0.323914355171321,0.290241079298252,0.262876604921548,0.122432020360282,0.00604900742470874,0.00341897988447339,0.0108771284503551,0,0
"83",83,5.20512955442536,2.63249374716738,0.415230090869048,3.01132627289697,0.160345423581666,0.345672565025204,0.150576230786129,0.147440076818877,0.17526340438984,0.00410594160802872,0.00220643950142178,0.00654528961700538,0,0
"84",84,6.52771126837963,2.95323366360211,0.150803360624226,2.98304340997702,0.120092851571864,0.164680447955161,0.238965924415608,0.186996745355973,0.141175926761186,1.35662560839917e-05,0.00136628340814879,0.00552501141232511,0,0
"85",85,5.27612142063683,2.97547372219049,0.114062222409384,3.63032933157191,0.412006756524048,0.125945218865469,0.317900815084254,0.230485505284137,0.213990685203785,0.00402427127872185,0.00336948918905363,0.00287489897325331,0,0
"86",86,5.11390318833001,3.7926802336607,0.174104169642535,3.28862819490268,0.0904493047413369,0.166451535131762,0.278567782226468,0.265388915530792,0.131955653892342,0.000704003617344736,0.00169333364813871,0.00942354217365678,0,0
"87",87,8.30735708842934,2.93908025690114,0.430792047310508,4.09722776198645,0.282044071720519,0.267777475342115,0.238678553395919,0.364677736816434,0.0575617371111688,0.00341559553214989,0.00440581824234675,0.00568117983869497,0,0
"88",88,5.23973732542813,3.7408136042951,0.344613385292808,2.94198539754304,0.127127267017798,0.233958585211865,0.0861203491283135,0.0823761377873734,0.0984467961782595,0.000117185291643948,0.00255029353176166,0.00160979769160031,0,0
"89",89,6.83968993012221,3.17912193792734,0.405769418254606,3.92847263169569,0.326636033586393,0.421439844132722,0.31244384110293,0.141162955164003,0.143511505352878,0.0051176390053042,0.00446157650819167,0.00830693174719207,0,0
"90",90,5.97912454003521,3.6549885505125,0.225340347422118,4.66929011167216,0.137625286563323,0.200212157972483,0.200862258953972,0.22675515116679,0.131628968523985,0.00390928569212302,0.00144831094572797,0.00792729571519088,0,0
"91",91,5.43007801347879,3.92759884561045,0.276358242838252,2.63621402255599,0.149618190722039,0.132572964466103,0.198681665055309,0.0952627399387882,0.0893122974558161,0.000954130290945766,0.00294078679482919,0.00527061012846557,0,0
"92",92,7.67217505226194,3.41803504816823,0.38595104796999,2.21836994331685,0.229410853239847,0.321009730542197,0.227292713319936,0.128220118541118,0.183875885088188,0.00520115853574147,0.0039256924787575,0.00262791861662772,0,0
"93",93,7.37290737043539,3.86479271521306,0.0594315253095616,2.73437340252322,0.200023298260874,0.233619939182537,0.122766782604138,0.33266434751921,0.129472452654928,0.000617097398920252,0.004083787948851,0.00828161133788746,0,0
"94",94,6.41257632272741,4.07296202334633,0.267327356500069,3.36736657702609,0.149341246164355,0.1963503617456,0.150096635653693,0.262247301580059,0.0742512706077783,0.00193075445300739,0.00206860863503949,0.00717723610057296,0,0
"95",95,6.71384289278816,3.48867249893612,0.236339933308089,4.25668713864837,0.199338985918291,0.350715881088183,0.155588120020704,0.249481643445601,0.101085826127311,0.00229420510529648,0.00307392851679052,0.00475650217138425,0,0
"96",96,8.59843624909283,2.56837978021455,0.41982725601371,2.69403081323019,0.10865526976316,0.145041200236157,0.343612796071224,0.320302791988484,0.0406324432533727,0.00145510869966669,0.00173791681564559,0.00703275092619869,0,0
"97",97,8.05831518509975,2.91158068386455,0.253510287838498,3.26683036294127,0.0919648004173209,0.307238373902683,0.24209689555296,0.275030052677833,0.140565560853771,0.000405242222718,0.00167060675853826,0.0099164059391094,0,0
"98",98,8.12813289653598,3.56792281414718,0.278474383636361,4.6793067605237,0.280740477861778,0.0890720313427541,0.26949484864987,0.176472855566355,0.100286937557206,0.00266446010107482,0.00158438390226654,0.00319354823332629,0,0
"99",99,5.86622387251455,2.72678874539992,0.16590433288596,3.39856880906728,0.185680658821947,0.271298533422905,0.16421951949517,0.145819752455504,0.160410433564851,0.0029435546974972,0.00121631083300069,0.00863660885326917,0,0
"100",100,7.4301591796815,3.04277000368132,0.0639402530990029,2.54902396525054,0.149305106747471,0.246474312564518,0.252145533753668,0.221017653224509,0.162187426450982,0.0011051317357922,0.00116626309984583,0.00638738689984333,0,0
